content,at,appVersion,POSITIVE SCORE,NEGATIVE SCORE,NEUTRAL SCORE,COMPOUND SCORE,Sentiment
Awesome thumbs up app thumbs up,2019-10-27 23:10:06,1.3.7.1,45.1,0.0,54.900000000000006,62.49,Positive
After login an error message displays stc pay cannot access your location  Waste of time No use for emergency And there is not any customers care support,2019-10-27 22:04:48,1.3.7.1,7.3,38.7,54.0,-86.33999999999999,Negative
Several Issues number Avoid sending money on nonbanking days or hours to avoid hours of delay or days of delay during holidays on money transfers number Avoid repeating a failed purchase of Sawa Card STC pay might deduct it after a few hours and they will not refund you for any unwanted purchase number You will not be able to make an international money transfer if the bank account is under your name number STC Pay chat is mostly unhelpful,2019-10-27 20:49:39,1.3.7.1,8.6,21.099999999999998,70.3,-88.6,Negative
,2019-10-27 20:45:56,1.3.7.1,0.0,0.0,0.0,0.0,Neutral
STC                       number,2019-10-27 20:03:45,1.3.7.1,56.49999999999999,0.0,43.5,7.720000000000001,Positive
Not operating system,2019-10-27 04:53:03,,0.0,0.0,100.0,0.0,Neutral
Excellent App I am very happy because today it took only number minutes to transfer funds from Saudi Arabia to Pakistan into my personal account Good Job by STC PAY,2019-10-27 01:41:34,1.3.7.1,31.3,5.6000000000000005,63.1,86.77,Positive
I ts very very good app i love it i told to much my friends,2019-10-27 01:36:14,1.3.7.1,55.1,0.0,44.9,90.08,Positive
This is a great app Transfer money in few clicks,2019-10-26 13:33:25,1.3.7.1,33.900000000000006,0.0,66.10000000000001,62.49,Positive
vary good app,2019-10-26 11:29:11,1.3.7.1,59.199999999999996,0.0,40.8,44.04,Positive
Brillient,2019-10-26 11:16:05,1.3.7.1,0.0,0.0,100.0,0.0,Neutral
Good app excellent,2019-10-25 08:53:35,,86.8,0.0,13.200000000000001,76.5,Positive
Best app ever Excellent work STCface blowing a kissface blowing a kissface blowing a kissface blowing a kiss,2019-10-24 17:58:46,1.3.7.1,49.3,0.0,50.7,89.34,Positive
Always exchange rate low for India Bangladesh,2019-10-24 11:50:52,1.3.7.1,0.0,25.900000000000002,74.1,-27.32,Negative
So far so goodonly numberst swipe done,2019-10-24 04:51:54,1.3.7.1,0.0,0.0,100.0,0.0,Neutral
Nice this,2019-10-24 00:11:50,1.3.7.1,73.7,0.0,26.3,42.15,Positive
Very good nice application,2019-10-23 19:25:02,1.3.7.1,75.8,0.0,24.2,74.08,Positive
Just my first time,2019-10-23 04:49:56,,0.0,0.0,100.0,0.0,Neutral
Easy to used,2019-10-22 23:15:57,1.3.7.1,59.199999999999996,0.0,40.8,44.04,Positive
I forgot my passcode,2019-10-22 23:11:46,1.3.4,0.0,0.0,100.0,0.0,Neutral
Amazing app,2019-10-22 12:52:05,1.3.7.1,79.2,0.0,20.8,58.589999999999996,Positive
Best application and easy to send money,2019-10-22 07:24:29,1.3.7.1,58.699999999999996,0.0,41.3,79.64,Positive
Minus to the power infinity star Do not download this app Worstest app ever My money struck since from number days Always telling today today but no result,2019-10-22 06:56:25,1.3.7.1,3.8,14.099999999999998,82.1,-48.54,Negative
numbernumber Really like,2019-10-22 01:50:25,1.3.7.1,58.3,0.0,41.699999999999996,42.01,Positive
this very bad APP international transfer is very bad service,2019-10-22 00:29:06,,0.0,48.699999999999996,51.300000000000004,-82.17999999999999,Negative
easy to use,2019-10-21 13:17:36,,59.199999999999996,0.0,40.8,44.04,Positive
Very convenient and fast service not like any other application which sometimes stuck for few minutes and hours,2019-10-21 09:35:07,,0.0,20.4,79.60000000000001,-47.839999999999996,Negative
The international remittance is amazing Arrived on time and very low fees Still great service if not the best so far,2019-10-20 20:06:57,1.3.7.1,25.8,18.8,55.400000000000006,48.35,Positive
Perfect service,2019-10-20 18:36:01,1.3.7.1,78.7,0.0,21.3,57.19,Positive
Amazing job,2019-10-20 15:17:13,1.3.7.1,79.2,0.0,20.8,58.589999999999996,Positive
Cannot install  not accepting options,2019-10-20 13:09:14,1.3.7.1,31.900000000000002,0.0,68.10000000000001,22.06,Positive
vgood,2019-10-20 12:26:11,1.3.7.1,0.0,0.0,100.0,0.0,Neutral
Anil Kumar,2019-10-20 10:28:56,,0.0,0.0,100.0,0.0,Neutral
so cool My life,2019-10-20 03:32:39,1.3.7.1,46.400000000000006,0.0,53.6,38.04,Positive
Very good helpful and faster app to send money Finger print login is very useful But when I changed my phone to Samsung Galaxy MnumberS Finger print login facility cannot be activated when I select enable it is going to previous page same as If I selected Skip Please support,2019-10-19 01:03:11,1.3.7.1,23.3,0.0,76.7,89.41,Positive
very fast with accuracy,2019-10-19 00:31:12,1.3.7.1,0.0,0.0,100.0,0.0,Neutral
Help me to take the code a d the pin no in my account i cannot sign in,2019-10-18 23:24:33,1.3.7.1,15.1,12.3,72.6,12.8,Positive
Poor rate to indian INR,2019-10-18 23:15:46,1.3.7.1,0.0,43.7,56.3,-47.67,Negative
I feel Too convenient bcz without a drive everything possible in click,2019-10-18 22:55:20,1.3.7.1,0.0,0.0,100.0,0.0,Neutral
Do not opt stcpay My Transaction not credited since number days stcpay delaying after sharing appropriate documents ticket number number  International remittance,2019-10-18 22:43:45,1.3.7.1,10.9,22.6,66.5,0.62,Positive
Hi I foget my stc pay pascode How can i retrieve,2019-10-18 11:06:38,,0.0,14.899999999999999,85.1,-10.27,Negative
Best apps totally is good money transfer,2019-10-18 10:07:29,1.3.7.1,59.599999999999994,0.0,40.400000000000006,81.15,Positive
This is very very good app,2019-10-18 03:23:40,1.3.7.1,41.0,0.0,59.0,53.790000000000006,Positive
This app Very Very good,2019-10-17 20:35:31,1.3.7.1,46.5,0.0,53.5,53.790000000000006,Positive
Didar ali,2019-10-17 13:47:30,,0.0,0.0,100.0,0.0,Neutral
They are consider as own transaction for the incoming transfe Transaction will be the amount we are spending or transfering The worst customer always in que about number Waited for number hours but still no response,2019-10-17 13:16:27,1.3.7.1,5.800000000000001,13.5,80.7,-61.870000000000005,Negative
stc pay some stc costumer Care did now how their app works,2019-10-17 07:43:29,,21.9,9.6,68.5,42.15,Positive
Poor Services Not user friendly Procedure not describe Poor HR forms Formation Over all very Poor Need improvements I will not recommend at all,2019-10-17 00:39:21,1.3.7.1,7.6,41.8,50.6,-88.79,Negative
It is one of the best in Saudi Arabia for money transfer to anywhere in world in just number minutes I transferred money from my mobile to my SBI account without any hassle of going to bank or tahweel or money transfer centres sitting at my home Thank you so much STC PAY for a fabulous service,2019-10-17 00:35:00,1.3.7.1,17.9,3.8,78.4,84.03,Positive
When I add the account number for international remittance it notifies as Error which I have tried so many times The customer support is also no help at all smiling face with horns,2019-10-16 14:07:38,1.3.7.1,24.5,12.4,63.1,58.589999999999996,Positive
The ad promises in International transfer in less than a day My transaction has been on hold for more than two weeks Customer service representative keeps promising but nothing happens So disappointing,2019-10-16 07:33:33,1.3.7.1,20.9,0.0,79.10000000000001,75.19,Positive
The app itself is good but support really needs to be improved,2019-10-15 22:22:06,1.3.7.1,51.7,0.0,48.3,86.41,Positive
Its great,2019-10-15 13:40:46,1.3.7.1,80.4,0.0,19.6,62.49,Positive
Very bad remittance service for my transaction it is numberth day and they have hold my moneysayingWU is verifying already taken requested documents I would not recommend anyone to make trial with your money using stcpay customer service only give you information but do not take any action you r all alone to wait for your transaction to happenmy first ever bad experience with remittance in Saudi,2019-10-15 00:44:20,,0.0,16.0,84.0,-89.2,Negative
How can I recover my passcode if I forget,2019-10-14 19:52:12,1.3.7.1,0.0,24.099999999999998,75.9,-22.63,Negative
Good service custemer care,2019-10-14 12:12:26,1.3.7.1,75.3,0.0,24.7,72.69,Positive
Best money transfer app loved it,2019-10-14 10:56:25,1.3.7.1,66.9,0.0,33.1,84.42,Positive
Its really amazing app we can easily transfer money,2019-10-14 08:04:35,1.3.7.1,48.1,0.0,51.9,75.74,Positive
Very good Appthumbs up,2019-10-14 06:46:30,1.3.4.1,51.6,0.0,48.4,49.27,Positive
It is very faster and safety,2019-10-14 00:02:03,1.3.7,38.0,0.0,62.0,47.03,Positive
Awesome experience for shopping and also cash withdrawal from ANB ATM machines without card,2019-10-13 14:47:58,1.3.7.1,30.2,0.0,69.8,63.690000000000005,Positive
Excellent transaction,2019-10-13 14:30:55,1.3.7.1,78.7,0.0,21.3,57.19,Positive
Awesome app with stunning features,2019-10-13 11:23:19,1.3.7.1,69.1,0.0,30.9,77.17,Positive
Easy to use many benefits,2019-10-13 06:33:51,1.3.7.1,64.7,0.0,35.3,67.05,Positive
I deposit money through Riyad Bank Branch office since October number number morning and till now money have not yet credited to my STC Pay Accountdaily I Am calling Costumer Representative they cannot tell me exactly the problem isuntil now I have not get my moneyI do not know when will I get it pensive facepensive facepensive face I do not recommend this to other to avoid problems,2019-10-13 02:31:36,1.3.7.1,5.5,18.6,75.9,-85.26,Negative
Its actualy good,2019-10-13 01:13:21,1.3.7.1,59.199999999999996,0.0,40.8,44.04,Positive
I send my numbernd time international remittance from stcpay to pakistan still its number days my money is stuck this is numbernd time i am facing same situation I do not recommend stcpay to send international remittance Bad service,2019-10-12 23:27:59,1.3.7.1,3.2,18.6,78.2,-74.38,Negative
poor customer service,2019-10-12 12:34:47,1.3.7.1,0.0,60.8,39.2,-47.67,Negative
Nice version,2019-10-12 10:57:19,1.3.6,73.7,0.0,26.3,42.15,Positive
Very nice OK hand useful app,2019-10-12 10:01:49,1.3.7.1,86.4,0.0,13.600000000000001,91.3,Positive
Good thing for as,2019-10-12 07:07:02,,49.2,0.0,50.8,44.04,Positive
I am unable to send money to Indiaalways getting error like Tnumber not allowed and or form a businesswhat does it mean,2019-10-12 03:44:01,,10.8,11.600000000000001,77.60000000000001,-5.16,Negative
Scrap,2019-10-12 00:46:06,,0.0,0.0,100.0,0.0,Neutral
Best apps,2019-10-11 16:30:29,,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Without any reason they hold transaction money Even after call no response Now number days they hold money,2019-10-11 16:23:31,1.3.7.1,6.7,11.3,82.1,-22.63,Negative
Great app for withdraw money from your credit card and after that you can take the money from ANB atm just scan and your money will convert into real cash from atm apart from that instant international money transfers to your home country only for number riyals One request to the developer the app is little slow while using please upgrade and make the app fast according to the os versions Thank you,2019-10-11 11:05:15,1.3.7.1,15.8,0.0,84.2,89.57000000000001,Positive
nice app easy to access and fast service for internet banking etc,2019-10-11 09:19:04,1.3.7.1,36.3,0.0,63.7,69.08,Positive
Easiest way to transfer money ever in SA,2019-10-11 09:06:32,1.3.7.1,28.599999999999998,0.0,71.39999999999999,42.15,Positive
the best appsend money so much easier enough while sitting with your smart phonen cash has arrived at the destination thanks stc pay salam from Indonesia,2019-10-11 05:19:45,,36.5,4.0,59.5,90.96,Positive
The best app ever very fast I just did three transactions today without any problem thank you Stc pay,2019-10-11 05:10:05,,26.900000000000002,14.6,58.4,60.57,Positive
Wow thanks,2019-10-11 02:59:53,,100.0,0.0,0.0,77.17,Positive
Do not use this app all time money hold,2019-10-11 00:20:16,1.3.7.1,0.0,0.0,100.0,0.0,Neutral
Very very bad i have my own experience still hold my money do not use this,2019-10-11 00:12:39,1.3.7,0.0,22.5,77.5,-62.13999999999999,Negative
Super brilliant smart  fastest solution to transfer the funds,2019-10-10 22:06:51,1.3.4.1,71.8,0.0,28.199999999999996,91.36,Positive
Please do not install this app very poor customer service and all the other services I transferred money but it is been so long I called customer service so many times every time they say its processed but it is a lie everytime I will never recommend this app nor I will use this again ever,2019-10-10 08:46:22,1.3.7.1,3.0,8.9,88.1,-49.59,Negative
Please how do i send money I have downloaded the app But i can attach with my bank,2019-10-10 07:21:56,1.3.7.1,10.5,0.0,89.5,16.55,Positive
Pathetic,2019-10-10 07:11:31,1.3.3,0.0,100.0,0.0,-57.19,Negative
HH,2019-10-10 06:43:59,1.3.4.1,0.0,0.0,100.0,0.0,Neutral
Its very nice systemhelpful for all stc user,2019-10-09 23:18:42,1.3.7.1,30.599999999999998,0.0,69.39999999999999,47.54,Positive
Worst exp,2019-10-09 21:25:57,1.3.7.1,0.0,80.4,19.6,-62.49,Negative
Worst ever App highly not recommended My remittance is held from last number days and their customers support is very inefficient and Non professional They will trap you with a slight higher exchange rate and hold your money after that they do not care,2019-10-09 14:30:02,1.3.7.1,7.7,21.0,71.3,-78.44,Negative
This is worst app of my number years experience with android google should be ban this kind of app which suffer the users never us this app,2019-10-09 10:31:59,,3.6999999999999997,31.5,64.8,-89.79,Negative
It is very nice service and very fast also easy to use smiling face with smiling eyesthumbs upOK hand,2019-10-09 04:54:30,1.3.4.1,52.5,0.0,47.5,93.77,Positive
Giving very low exchange rate,2019-10-09 04:33:44,1.3.6,30.8,30.7,38.5,0.18,Neutral
Very simple app for transferring,2019-10-09 01:00:43,1.3.4.1,0.0,0.0,100.0,0.0,Neutral
The exchange rate STC pay is offering has become very low than banks Its not worth and customer care is poorest,2019-10-09 00:55:57,1.3.7.1,11.4,31.8,56.8,-58.02,Negative
,2019-10-08 23:43:29,1.3.7.1,0.0,0.0,0.0,0.0,Neutral
Poor I send money to my account yesterday at numbernumber am and still showing on hold plz guide me what I do now Help stc pay folded hands,2019-10-08 22:26:52,1.3.7.1,13.100000000000001,14.799999999999999,72.1,-12.8,Negative
I like STC Pay because less strees,2019-10-08 14:14:33,1.3.7.1,31.6,17.7,50.6,27.32,Positive
,2019-10-08 14:07:26,1.3.7.1,0.0,0.0,0.0,0.0,Neutral
I transferred numberSR on numbernumbernumber to SIB Acc cash deducted from stcpay but cash not received in The SIB Acc till now  Please check,2019-10-08 12:59:50,1.3.7.1,11.799999999999999,0.0,88.2,44.97,Positive
Please increase the monthly limit,2019-10-08 09:03:51,1.3.7.1,60.5,0.0,39.5,55.74,Positive
Everything thing is added correctly payment is on hold Not sent or reverted to me back Error in online chat Customer help line is charged and not able to do conversation with no body I do not recommend this app our hard earned money will be in trouble,2019-10-08 09:01:30,1.3.7.1,4.9,23.200000000000003,71.89999999999999,-80.25,Negative
Very good app Interntional transferring very fast,2019-10-08 05:19:36,1.3.6,34.699999999999996,0.0,65.3,49.27,Positive
Its fantastic app for transfer the amount internationally Amount getting in number to number hours But needs to give option to delete the transaction history from remittances,2019-10-08 01:39:16,1.3.4.1,16.1,0.0,83.89999999999999,38.18,Positive
Fantastc,2019-10-07 20:56:35,1.3.3,0.0,0.0,100.0,0.0,Neutral
Workble,2019-10-07 16:55:50,1.3.3,0.0,0.0,100.0,0.0,Neutral
I live in Uganda using MTN as my carrier network after installing this app I have failed to receive an activation code after inputing my telephone numberDevelopersfix this issue so that we can see how this app works,2019-10-07 11:53:43,1.3.7.1,0.0,8.6,91.4,-51.06,Negative
I cannot add Bank AlHabib Pakistan account Kindly fix this issue,2019-10-07 09:06:32,1.3.7.1,26.200000000000003,0.0,73.8,49.39,Positive
They have very bad customer service  they hold payments without telling a reason  when we chat with customer care  they simply answer under process  when you call customer service  there reply is same  when we sent message to FB official page answer is the same under process Before I refer STC pay to many friends now use at your own risk,2019-10-07 06:52:28,1.3.7.1,9.3,10.8,79.9,0.18,Neutral
I cannot open the apps for whatever reason,2019-10-07 05:37:54,1.3.7.1,0.0,0.0,100.0,0.0,Neutral
,2019-10-07 03:04:36,1.3.7.1,0.0,0.0,0.0,0.0,Neutral
Very convenient,2019-10-07 01:47:11,1.3.7.1,0.0,0.0,100.0,0.0,Neutral
Om oways,2019-10-06 20:06:18,,0.0,0.0,100.0,0.0,Neutral
Worst app to send money I have been trying to send money for last number hours but status changes from Under Review to Rejected without any reason I tried multiple banks options for direct deposits but could not successful and now it gives error that maximum numbers of attempts reached,2019-10-06 11:24:52,1.3.7.1,4.6,24.7,70.7,-93.14,Negative
App not working Whenever I open app it says StcPay app stopped  Done everything like clearing datacache and reinstalling but result is same,2019-10-06 10:01:54,1.3.7.1,7.5,6.2,86.2,7.720000000000001,Positive
Exceptional Fintech app,2019-10-06 08:28:04,1.3.7.1,0.0,0.0,100.0,0.0,Neutral
Best and fast money transfer app with low transfer charge,2019-10-06 08:11:56,1.3.4.1,29.4,14.7,55.900000000000006,47.67,Positive
This is vary nice,2019-10-06 07:17:02,1.3.7.1,48.3,0.0,51.7,42.15,Positive
It is super,2019-10-06 06:29:05,1.3.4.1,66.10000000000001,0.0,33.900000000000006,59.940000000000005,Positive
So now I can transfer money by mobile to any Western Union office at any country,2019-10-06 05:56:26,1.3.7.1,0.0,0.0,100.0,0.0,Neutral
Masha Allah superb application,2019-10-06 01:53:56,1.3.6,57.699999999999996,0.0,42.3,62.49,Positive
Very good appit is easy to use,2019-10-06 00:06:36,1.3.7.1,54.900000000000006,0.0,45.1,72.64,Positive
Great and helpful,2019-10-05 22:54:27,1.3.4.1,87.3,0.0,12.7,78.45,Positive
Thank you stc payvery good Service stc pay,2019-10-05 18:22:29,1.3.7.1,45.800000000000004,11.899999999999999,42.4,61.24000000000001,Positive
Awesome app from stc It is very useful  user friendly It is simplified my transaction  needs My advice for all Use this app  get benifits  save the time,2019-10-05 18:08:07,1.3.7.1,36.8,0.0,63.2,93.2,Positive
greAt,2019-10-05 14:26:11,1.3.6,100.0,0.0,0.0,62.49,Positive
Good i have no Acvount,2019-10-05 11:49:38,1.3.7.1,40.8,31.0,28.199999999999996,17.79,Positive
This is one of awesome app Made me very comfortable in KSA Very helpful Super fast transfers,2019-10-05 09:14:53,1.3.7.1,53.5,0.0,46.5,94.28999999999999,Positive
Its easy n excellent,2019-10-05 09:04:23,1.3.7,86.8,0.0,13.200000000000001,76.5,Positive
Very faster delivery thumbs up,2019-10-05 08:34:23,1.3.7.1,0.0,0.0,100.0,0.0,Neutral
Superbvery good applicationmoney gets transfered within secondsexchange rate is also comparitively good,2019-10-05 06:07:26,1.3.7.1,36.7,0.0,63.3,70.03,Positive
great apps so convenient to use,2019-10-05 04:32:59,1.3.4.1,45.1,0.0,54.900000000000006,62.49,Positive
It is easy to use love this app,2019-10-05 03:24:41,1.3.7.1,54.2,0.0,45.800000000000004,79.64,Positive
Best always,2019-10-05 02:53:50,1.3.7.1,80.80000000000001,0.0,19.2,63.690000000000005,Positive
My experience with STC pay is Very good,2019-10-05 02:29:36,1.3.6,30.099999999999998,13.200000000000001,56.599999999999994,42.01,Positive
Nice app good working,2019-10-05 01:44:18,1.3.7.1,74.0,0.0,26.0,69.08,Positive
excellent service number,2019-10-05 01:35:04,1.3.7.1,83.3,0.0,16.7,61.24000000000001,Positive
Good service from stc pay iam happy,2019-10-04 23:52:46,1.3.7.1,55.00000000000001,11.700000000000001,33.300000000000004,73.50999999999999,Positive
Very Good App i like itthumbs up,2019-10-04 23:35:34,1.3.7.1,59.8,0.0,40.2,71.46000000000001,Positive
Useful and efficient,2019-10-04 16:22:40,1.3.3,85.1,0.0,14.899999999999999,69.08,Positive
worst app hold my international transfer from number September and nobody want to help me out my money got stuck and they are neither cancel it nor transfer it,2019-10-04 14:47:38,1.3.7.1,19.5,16.900000000000002,63.6,-26.400000000000002,Negative
Nice application but after getting promoted they will increase their price  competition application will be make by other companies,2019-10-04 14:46:03,1.3.7.1,34.8,0.0,65.2,82.01,Positive
Excellent app it will b the Best ever,2019-10-04 12:21:38,1.3.7.1,61.199999999999996,0.0,38.800000000000004,83.6,Positive
It is fantastic am really short of words to describe it,2019-10-04 08:51:23,1.3.7.1,26.5,0.0,73.5,55.74,Positive
Good one but rate little bit less for international remittance compared to fawri,2019-10-04 08:24:17,1.3.4.1,14.000000000000002,0.0,86.0,23.82,Positive
with in scend credit international bank great app stc pay,2019-10-04 07:38:52,1.3.7.1,44.4,9.3,46.400000000000006,74.3,Positive
just perfect,2019-10-04 05:45:20,1.3.7.1,78.7,0.0,21.3,57.19,Positive
Easy to access and tansfer your money to your love ones,2019-10-04 04:13:54,1.3.7.1,44.1,0.0,55.900000000000006,79.64,Positive
i forgot my pass codei cannot open this app,2019-10-04 03:56:34,1.3.3,0.0,0.0,100.0,0.0,Neutral
Just si helpful,2019-10-04 03:42:13,,58.3,0.0,41.699999999999996,42.15,Positive
Save time,2019-10-04 03:36:36,1.3.4.1,76.2,0.0,23.799999999999997,49.39,Positive
The Best App,2019-10-04 03:28:59,1.3.4.1,67.7,0.0,32.300000000000004,63.690000000000005,Positive
Its very good and very easy to use,2019-10-04 03:27:29,1.3.4.1,51.6,0.0,48.4,74.96000000000001,Positive
Grnumber,2019-10-04 03:12:05,,0.0,0.0,100.0,0.0,Neutral
Its been number days since i have send the money But still money has not been credited into the receiver account And even they do not have adequate support No proper customer care I need to my problem to be solved,2019-10-04 02:28:49,1.3.7.1,15.299999999999999,26.200000000000003,58.5,-70.04,Negative
Great appsso far so good Transfered money either pickup or direct to bank account successfull Rate is good,2019-10-04 00:30:37,1.3.7.1,43.6,0.0,56.39999999999999,91.14999999999999,Positive
thumbs up thumbs up thumbs up thumbs up thumbs up thumbs up thumbs up thumbs up,2019-10-03 23:44:50,1.3.7,0.0,0.0,100.0,0.0,Neutral
Really good and easy,2019-10-03 22:54:50,,76.1,0.0,23.9,74.74,Positive
Very very difficult apps add mony problem iqama renew Id verification problim,2019-10-03 22:42:38,1.3.7.1,0.0,36.6,63.4,-69.76,Negative
its very usefull applicationvery quiekly transfering money to home,2019-10-03 18:28:38,1.3.7.1,0.0,0.0,100.0,0.0,Neutral
Extreme and very useful App,2019-10-03 16:52:21,1.3.4.1,44.4,0.0,55.60000000000001,49.27,Positive
I cannot update on time,2019-10-03 16:05:24,1.3.4.1,0.0,0.0,100.0,0.0,Neutral
One of the best useful app,2019-10-03 14:38:46,1.3.7.1,64.0,0.0,36.0,79.64,Positive
STC PAYmobile phone with arrowwrapped gift the best app very fast servicedecent exchange rate and competent service charge friendly user  STC PAY provides very efficient and reliable remittance service among FilipinosSaudi ArabiaPhilippinesglobe showing AsiaAustraliasmiling face with hearteyesstarstruckthumbs upthumbs upthumbs up,2019-10-03 13:50:09,1.3.7.1,30.3,4.1000000000000005,65.60000000000001,92.67999999999999,Positive
It is work good and fast transaction,2019-10-03 10:53:03,1.3.7.1,32.6,0.0,67.4,44.04,Positive
Transfer money is excellent but I hardly found any merchandise who accept STC pay  Where are the fuel pumps where I can pay  Where are the groceries who accept STC pay Even big shops they never heard of this thing very bad experience,2019-10-03 10:48:11,1.3.7.1,17.2,18.8,64.0,4.14,Positive
Amazing apps,2019-10-03 10:44:57,1.3.7.1,79.2,0.0,20.8,58.589999999999996,Positive
Great feeling thanks,2019-10-03 10:44:34,1.3.7.1,100.0,0.0,0.0,81.76,Positive
Fully Satisfied,2019-10-03 10:39:40,1.3.4.1,75.6,0.0,24.4,47.54,Positive
Very easy and fast service,2019-10-03 10:03:59,1.3.4.1,44.4,0.0,55.60000000000001,49.27,Positive
A good app,2019-10-03 09:54:54,,74.4,0.0,25.6,44.04,Positive
Simple and easy,2019-10-03 09:30:59,1.3.7.1,59.199999999999996,0.0,40.8,44.04,Positive
Parfect for money transfer with quick action,2019-10-03 09:22:06,1.3.7.1,0.0,0.0,100.0,0.0,Neutral
Every time to verify my absher it shows error message Even when I start chatting to app support Unexpectedly from stc,2019-10-03 08:21:45,1.3.7.1,11.5,11.5,76.9,0.0,Neutral
Great app and Service,2019-10-03 07:48:19,1.3.4.1,57.699999999999996,0.0,42.3,62.49,Positive
Very good app,2019-10-03 06:28:08,1.3.7.1,61.5,0.0,38.5,49.27,Positive
All the features are very easy to use Only one suggestion Kindly add Himalayan bank limited for Nepal to send money to its account Himalayan bank limited is not available in directly to bank option,2019-10-03 03:41:47,1.3.7.1,15.5,9.2,75.3,55.63,Positive
Thanks to stc pay app easy to use and very fast transaction Excellent service Masha allah I will give numbernumber rating,2019-10-03 01:06:04,1.3.7.1,35.9,5.2,58.9,85.42,Positive
Hope less app it is only waste of time Not working system hang out plenty of time On pass code punch it is asking for mobile I have some money also in it I do not know how to get the money back,2019-10-03 00:01:13,1.3.7.1,6.5,6.3,87.2,2.58,Positive
The app is good but few days the stc pay customer support is not wokingcanot able to messge to the support team,2019-10-02 23:53:36,1.3.7.1,31.6,5.6000000000000005,62.8,81.51,Positive
Very easy to send money without going to Bank or remittance centre,2019-10-02 21:53:28,1.3.7.1,22.5,0.0,77.5,49.27,Positive
Its really wonderful app and helps out to forget lines in too much rush,2019-10-02 17:26:58,1.3.7.1,33.800000000000004,9.700000000000001,56.39999999999999,69.01,Positive
Stc service is excellent,2019-10-02 08:56:16,1.3.7.1,55.2,0.0,44.800000000000004,57.19,Positive
I sent money to pakistan through stc pay but it is still show status on hold they are not delivering the money to my receiver And i do not know to whom i should complain,2019-10-02 07:05:28,1.3.7.1,0.0,12.9,87.1,-53.459999999999994,Negative
Exchange rate is bad compared to tahweel alrjahi or any other  they are covering the transfer fee by giving low rate,2019-10-02 05:36:06,1.3.7,9.2,21.5,69.19999999999999,-49.39,Negative
Worst customer care service  I will never use this app again I have sent international transfer money on numberth october number  Now it is numberdays still not deposited in my home country account And whenever we chat with customer care they are very lazy And there is no review option for customer care chat system so we can give them numberstar for the worst service There is no contact us number so in case of emergency we would call  The convert rate are good but the service is bad,2019-10-02 05:06:59,1.3.7.1,10.4,16.5,73.1,-80.17999999999999,Negative
I my trying to make International transfer from wallet but it is being rejected I have tried many time but same result  Rejected,2019-10-02 01:35:17,1.3.7.1,0.0,31.900000000000002,68.10000000000001,-87.2,Negative
Easy of transferring money while being at home Have transferred multiple time and resulted in good way without any hurdles One thing I would to include to develop a feature of transferring more than numberk by accepting the salary certificate online or bank statement So there should be way to do that in the app,2019-10-01 23:05:46,1.3.7.1,14.399999999999999,0.0,85.6,81.26,Positive
Excellent No number App made life easy,2019-10-01 21:46:31,1.3.3,60.3,16.8,22.900000000000002,69.08,Positive
Excellent app The only one problem I have encountererd was delay to load money into the wallet If that is solved I will rate it number star Today I have trasferred money to my ac at India about numbernumber AMBut in remitance it shows in progress only Amount credited to my ac numbernumber PMThere is no way to contact customer care This is worst thing you may encounter,2019-10-01 12:07:24,1.3.7.1,19.0,13.8,67.2,51.06,Positive
Stuck my money and no support from stcpay Please contact me ya sheik,2019-10-01 10:41:16,1.3.7.1,27.500000000000004,23.1,49.5,20.23,Positive
I have jst started,2019-10-01 09:22:34,1.3.7,0.0,0.0,100.0,0.0,Neutral
My international transaction is on since number hours and buddy is responding,2019-10-01 05:02:55,1.3.7.1,10.6,0.0,89.4,7.720000000000001,Positive
earlier this App was very good  Money transfer was rapid it took number minute to transfer but now its taking couple of days,2019-10-01 03:18:26,1.3.7,13.4,0.0,86.6,30.64,Positive
After verification of ID thru absher its asking for verification again n again Tried using chat option Error What is going on I need to send money international urgently,2019-10-01 02:50:04,,0.0,9.4,90.60000000000001,-40.19,Negative
Not working Unable to add money while filling the form Unable to select from below field when you tap,2019-10-01 00:41:42,1.3.7.1,0.0,0.0,100.0,0.0,Neutral
Good app for international transfer with low processing rate,2019-09-30 20:54:25,1.3.7.1,24.2,17.5,58.3,20.23,Positive
Very bad appunreponsive at time of payment,2019-09-30 12:52:40,1.3.7.1,0.0,38.7,61.3,-58.489999999999995,Negative
Very good app very easy transfer money,2019-09-30 11:18:51,1.3.7.1,56.10000000000001,0.0,43.9,74.96000000000001,Positive
its good,2019-09-30 08:33:04,1.3.3,74.4,0.0,25.6,44.04,Positive
Thanks STCreally appreciatedwe are trusted STCvery fast very easy and smartface blowing a kissface blowing a kissface blowing a kissface blowing a kissface blowing a kissface blowing a kiss,2019-09-30 07:51:40,1.3.7.1,38.7,0.0,61.3,89.99000000000001,Positive
Excellent mindblowing Fantastic Superb STCPAY app,2019-09-30 01:25:05,1.2.3.1,79.2,0.0,20.8,90.81,Positive
Cannot send money to Bank al habib Pakistan showing error Tnumber unrecognized DnumberB destination,2019-09-29 23:44:38,1.3.7.1,0.0,17.2,82.8,-40.19,Negative
